0.png, 3.041875, 0.289032258065, 0.0096436502062, 0.00518475817537, 0.0677202072539, 0.0967431532198, 0.0326424870466
1.png, 3.74384615385, 0.224516129032, 0.00996087554193, 0.0182080520659, 0.0884455958549, 0.0974833456699, 0.0222797927461
10.png, 2.07106382979, 0.321290322581, 0.0103415459448, 0.0111199418761, 0.0573575129534, 0.0560325684678, 0.441968911917
11.png, 1.59573770492, 0.547096774194, 0.0115470022206, 0.017382583988, 0.010725388601, 0.0967431532198, 0.0326424870466
12.png, 4.42454545455, 0.224516129032, 0.0111663318177, 0.00660374462337, 0.010725388601, 0.0893412287195, 0.10518134715
2.png, 2.86294117647, 0.289032258065, 0.0102146558105, 0.0021967001743, 0.0366321243523, 0.0937823834197, 0.0637305699482
3.png, 2.21227272727, 0.289032258065, 0.0100243206091, 0.0150903751104, 0.0780829015544, 0.00866025166543, 0.913471502591
4.png, 1.26415584416, 0.192258064516, 0.0104049910119, 0.0128663867352, 0.0573575129534, 0.0952627683198, 0.0481865284974
5.png, 2.4958974359, 0.289032258065, 0.011293221952, 0.0133575743518, 0.0159067357513, 0.0774981495189, 0.224352331606
6.png, 3.35655172414, 0.353548387097, 0.0104049910119, 0.00783171366491, 0.0469948186528, 0.0937823834197, 0.0637305699482
7.png, 4.63523809524, 0.192258064516, 0.0107856614148, 0.00521886842653, 0.0210880829016, 0.0878608438194, 0.120725388601
8.png, 3.60518518519, 0.321290322581, 0.00958020513905, 0.00103012958484, 0.0573575129534, 0.0923019985196, 0.0740932642487
9.png, 1.43147058824, 0.289032258065, 0.0102781008777, 0.00497327461822, 0.0418134715026, 0.0723168023686, 0.276165803109
